seed,noise_model,leads,D_logdet,rank,n_precordial
42,identity,I+V1+V4,170.661,1,2
42,identity,V1+V2+V5,170.216,2,3
42,identity,V1+V2+V4,170.192,3,3
42,identity,I+V1+V5,168.663,4,2
42,identity,V1+V2+V6,167.287,5,3
42,identity,I+V1+V3,166.857,6,2
42,identity,V1+V3+V5,165.025,7,3
42,identity,V1+V2+V3,164.691,8,3
42,identity,I+V1+V6,164.621,9,2
42,identity,V1+V3+V4,164.198,10,3
42,identity,V1+V3+V6,163.672,11,3
42,identity,I+V2+V5,163.491,12,2
42,identity,I+V2+V4,163.262,13,2
42,identity,II+V1+V4,163.083,14,2
42,identity,II+V1+V3,162.525,15,2
42,identity,II+V1+V2,161.973,16,2
42,identity,V1+V4+V5,161.672,17,3
42,identity,I+V2+V6,161.112,18,2
42,identity,I+V1+V2,161.104,19,2
42,identity,I+II+V1,160.968,20,1
42,identity,V1+V4+V6,160.812,21,3
42,identity,II+V1+V5,160.678,22,2
42,identity,I+V3+V6,158.118,23,2
42,identity,I+V2+V3,157.621,24,2
42,identity,I+V3+V5,157.581,25,2
42,identity,V1+V5+V6,157.396,26,3
42,identity,V2+V4+V6,156.4,27,3
42,identity,I+II+V2,155.782,28,1
42,identity,V2+V3+V6,155.707,29,3
42,identity,II+V1+V6,155.047,30,2
42,identity,V2+V3+V5,154.341,31,3
42,identity,V2+V4+V5,154.158,32,3
42,identity,I+V3+V4,153.013,33,2
42,identity,V2+V5+V6,152.768,34,3
42,identity,II+V2+V5,152.229,35,2
42,identity,I+V4+V6,152.042,36,2
42,identity,I+II+V3,152.015,37,1
42,identity,II+V2+V6,151.908,38,2
42,identity,I+V4+V5,148.085,39,2
42,identity,II+V3+V6,147.905,40,2
42,identity,V3+V4+V6,147.464,41,3
42,identity,II+V2+V4,147.302,42,2
42,identity,V2+V3+V4,146.295,43,3
42,identity,I+II+V4,146.251,44,1
42,identity,II+V3+V5,146.117,45,2
42,identity,V3+V5+V6,145.954,46,3
42,identity,V3+V4+V5,142.793,47,3
42,identity,II+V2+V3,141.682,48,2
42,identity,II+V4+V6,140.501,49,2
42,identity,II+V3+V4,137.168,50,2
42,identity,I+V5+V6,136.735,51,2
42,identity,V4+V5+V6,136.641,52,3
42,identity,II+V4+V5,135.87,53,2
42,identity,I+II+V5,132.309,54,1
42,identity,II+V5+V6,124.127,55,2
42,identity,I+II+V6,115.984,56,1
42,empirical_diag,V2+V3+V5,171.785,1,3
42,empirical_diag,V2+V4+V5,171.512,2,3
42,empirical_diag,V1+V2+V4,171.097,3,3
42,empirical_diag,V2+V4+V6,169.429,4,3
42,empirical_diag,I+V2+V4,169.405,5,2
42,empirical_diag,V1+V2+V5,169.39,6,3
42,empirical_diag,V2+V3+V6,168.21,7,3
42,empirical_diag,I+V2+V5,168.061,8,2
42,empirical_diag,V2+V3+V4,166.932,9,3
42,empirical_diag,V1+V2+V3,164.91,10,3
42,empirical_diag,V2+V5+V6,164.653,11,3
42,empirical_diag,I+V2+V3,162.804,12,2
42,empirical_diag,V1+V2+V6,162.325,13,3
42,empirical_diag,I+V2+V6,161.292,14,2
42,empirical_diag,V1+V3+V5,161.162,15,3
42,empirical_diag,II+V2+V5,160.708,16,2
42,empirical_diag,V1+V3+V4,160.548,17,3
42,empirical_diag,I+V3+V5,160.281,18,2
42,empirical_diag,V3+V4+V5,159.17,19,3
42,empirical_diag,II+V2+V4,158.696,20,2
42,empirical_diag,V3+V4+V6,158.304,21,3
42,empirical_diag,V1+V3+V6,156.475,22,3
42,empirical_diag,I+V3+V6,156.354,23,2
42,empirical_diag,V3+V5+V6,156.347,24,3
42,empirical_diag,I+V3+V4,156.223,25,2
42,empirical_diag,II+V2+V6,154.944,26,2
42,empirical_diag,I+V1+V4,153.703,27,2
42,empirical_diag,V1+V4+V5,153.085,28,3
42,empirical_diag,II+V3+V5,152.517,29,2
42,empirical_diag,I+V1+V3,151.652,30,2
42,empirical_diag,II+V2+V3,150.984,31,2
42,empirical_diag,V1+V4+V6,150.245,32,3
42,empirical_diag,II+V1+V2,149.91,33,2
42,empirical_diag,I+V1+V2,149.295,34,2
42,empirical_diag,II+V3+V6,149.026,35,2
42,empirical_diag,I+II+V2,148.381,36,1
42,empirical_diag,I+V4+V6,148.328,37,2
42,empirical_diag,I+V4+V5,148.249,38,2
42,empirical_diag,II+V1+V3,147.864,39,2
42,empirical_diag,II+V1+V4,147.055,40,2
42,empirical_diag,I+V1+V5,146.655,41,2
42,empirical_diag,II+V3+V4,144.721,42,2
42,empirical_diag,V4+V5+V6,144.537,43,3
42,empirical_diag,I+II+V3,141.011,44,1
42,empirical_diag,V1+V5+V6,140.667,45,3
42,empirical_diag,II+V4+V5,139.954,46,2
42,empirical_diag,II+V4+V6,139.881,47,2
42,empirical_diag,II+V1+V5,139.44,48,2
42,empirical_diag,I+V1+V6,134.997,49,2
42,empirical_diag,I+II+V4,134.575,50,1
42,empirical_diag,I+V5+V6,127.931,51,2
42,empirical_diag,II+V1+V6,125.34,52,2
42,empirical_diag,I+II+V1,121.353,53,1
42,empirical_diag,II+V5+V6,118.159,54,2
42,empirical_diag,I+II+V5,116.715,55,1
42,empirical_diag,I+II+V6,87.9412,56,1
42,empirical_full,I+V2+V4,81.3914,1,2
42,empirical_full,I+V2+V5,78.2754,2,2
42,empirical_full,II+V2+V4,77.4729,3,2
42,empirical_full,II+V2+V5,76.9605,4,2
42,empirical_full,V1+V2+V4,75.9343,5,3
42,empirical_full,I+V3+V4,74.6106,6,2
42,empirical_full,II+V3+V5,73.9594,7,2
42,empirical_full,I+V3+V5,73.4289,8,2
42,empirical_full,V2+V4+V5,72.8771,9,3
42,empirical_full,V2+V4+V6,72.0719,10,3
42,empirical_full,II+V3+V4,71.2708,11,2
42,empirical_full,I+V2+V3,70.7431,12,2
42,empirical_full,V1+V2+V5,69.8348,13,3
42,empirical_full,V2+V3+V5,69.645,14,3
42,empirical_full,I+V2+V6,69.409,15,2
42,empirical_full,II+V3+V6,68.2513,16,2
42,empirical_full,V2+V3+V4,68.2238,17,3
42,empirical_full,II+V2+V6,68.1078,18,2
42,empirical_full,I+V3+V6,67.5688,19,2
42,empirical_full,V1+V2+V3,67.3047,20,3
42,empirical_full,V2+V3+V6,66.1955,21,3
42,empirical_full,V1+V3+V4,66.1656,22,3
42,empirical_full,V3+V4+V5,65.9811,23,3
42,empirical_full,V3+V4+V6,64.7465,24,3
42,empirical_full,II+V4+V6,64.4618,25,2
42,empirical_full,II+V4+V5,64.2267,26,2
42,empirical_full,V2+V5+V6,63.661,27,3
42,empirical_full,I+V4+V6,62.4258,28,2
42,empirical_full,II+V2+V3,61.4964,29,2
42,empirical_full,I+II+V2,61.0274,30,1
42,empirical_full,V1+V2+V6,60.9686,31,3
42,empirical_full,I+V4+V5,60.9443,32,2
42,empirical_full,I+V1+V4,60.8471,33,2
42,empirical_full,II+V1+V4,60.8122,34,2
42,empirical_full,I+V1+V5,59.5962,35,2
42,empirical_full,V1+V3+V5,59.4193,36,3
42,empirical_full,I+II+V4,58.9337,37,1
42,empirical_full,II+V1+V5,58.8121,38,2
42,empirical_full,I+II+V3,58.4655,39,1
42,empirical_full,V3+V5+V6,56.1511,40,3
42,empirical_full,II+V1+V3,54.7923,41,2
42,empirical_full,V1+V3+V6,52.8885,42,3
42,empirical_full,I+II+V5,52.3922,43,1
42,empirical_full,II+V1+V2,52.099,44,2
42,empirical_full,I+V1+V3,51.7468,45,2
42,empirical_full,I+V5+V6,50.2285,46,2
42,empirical_full,II+V5+V6,50.09,47,2
42,empirical_full,I+V1+V6,49.4965,48,2
42,empirical_full,V1+V4+V6,45.039,49,3
42,empirical_full,V1+V4+V5,44.6699,50,3
42,empirical_full,V4+V5+V6,42.9201,51,3
42,empirical_full,I+V1+V2,42.7207,52,2
42,empirical_full,II+V1+V6,41.8676,53,2
42,empirical_full,I+II+V1,40.8025,54,1
42,empirical_full,V1+V5+V6,39.1405,55,3
42,empirical_full,I+II+V6,23.4098,56,1
42,limb_artifact_x4,V1+V2+V5,179.924,1,3
42,limb_artifact_x4,V1+V2+V4,179.9,2,3
42,limb_artifact_x4,V1+V2+V6,176.991,3,3
42,limb_artifact_x4,V1+V3+V5,174.723,4,3
42,limb_artifact_x4,V1+V2+V3,174.393,5,3
42,limb_artifact_x4,V1+V3+V4,173.895,6,3
42,limb_artifact_x4,V1+V3+V6,173.368,7,3
42,limb_artifact_x4,V1+V4+V5,171.342,8,3
42,limb_artifact_x4,V1+V4+V6,170.488,9,3
42,limb_artifact_x4,I+V1+V4,168.166,10,2
42,limb_artifact_x4,V1+V5+V6,167.069,11,3
42,limb_artifact_x4,I+V1+V5,166.161,12,2
42,limb_artifact_x4,V2+V4+V6,166.091,13,3
42,limb_artifact_x4,V2+V3+V6,165.391,14,3
42,limb_artifact_x4,II+V1+V4,164.546,15,2
42,limb_artifact_x4,I+V1+V3,164.308,16,2
42,limb_artifact_x4,V2+V3+V5,164.019,17,3
42,limb_artifact_x4,V2+V4+V5,163.842,18,3
42,limb_artifact_x4,II+V1+V3,163.176,19,2
42,limb_artifact_x4,V2+V5+V6,162.444,20,3
42,limb_artifact_x4,II+V1+V5,162.332,21,2
42,limb_artifact_x4,II+V1+V2,161.961,22,2
42,limb_artifact_x4,I+V1+V6,161.234,23,2
42,limb_artifact_x4,I+V2+V5,159.518,24,2
42,limb_artifact_x4,I+V1+V2,158.78,25,2
42,limb_artifact_x4,I+V2+V6,157.506,26,2
42,limb_artifact_x4,I+V2+V4,157.401,27,2
42,limb_artifact_x4,V3+V4+V6,157.133,28,3
42,limb_artifact_x4,II+V1+V6,156.399,29,2
42,limb_artifact_x4,V2+V3+V4,155.942,30,3
42,limb_artifact_x4,V3+V5+V6,155.608,31,3
42,limb_artifact_x4,I+V3+V6,153.521,32,2
42,limb_artifact_x4,II+V2+V5,153.497,33,2
42,limb_artifact_x4,II+V2+V6,152.954,34,2
42,limb_artifact_x4,V3+V4+V5,152.452,35,3
42,limb_artifact_x4,I+V3+V5,152.143,36,2
42,limb_artifact_x4,I+V2+V3,149.648,37,2
42,limb_artifact_x4,II+V3+V6,148.315,38,2
42,limb_artifact_x4,II+V2+V4,147.915,39,2
42,limb_artifact_x4,I+V4+V6,146.461,40,2
42,limb_artifact_x4,V4+V5+V6,146.276,41,3
42,limb_artifact_x4,II+V3+V5,145.971,42,2
42,limb_artifact_x4,I+V3+V4,144.278,43,2
42,limb_artifact_x4,I+II+V1,143.275,44,1
42,limb_artifact_x4,I+V4+V5,141.118,45,2
42,limb_artifact_x4,II+V4+V6,140.448,46,2
42,limb_artifact_x4,II+V2+V3,139.224,47,2
42,limb_artifact_x4,I+II+V2,135.171,48,1
42,limb_artifact_x4,II+V4+V5,134.725,49,2
42,limb_artifact_x4,II+V3+V4,134.373,50,2
42,limb_artifact_x4,I+V5+V6,129.713,51,2
42,limb_artifact_x4,I+II+V3,127.888,52,1
42,limb_artifact_x4,I+II+V4,123.064,53,1
42,limb_artifact_x4,II+V5+V6,122.952,54,2
42,limb_artifact_x4,I+II+V5,111.056,55,1
42,limb_artifact_x4,I+II+V6,88.6079,56,1
42,chest_artifact_x4,I+II+V1,172.813,1,1
42,chest_artifact_x4,I+II+V2,169.945,2,1
42,chest_artifact_x4,I+II+V3,167.685,3,1
42,chest_artifact_x4,I+V1+V4,166.331,4,2
42,chest_artifact_x4,I+V1+V5,164.294,5,2
42,chest_artifact_x4,I+V1+V3,163.073,6,2
42,chest_artifact_x4,I+II+V4,162.469,7,1
42,chest_artifact_x4,I+V2+V4,162.07,8,2
42,chest_artifact_x4,I+V1+V6,161.165,9,2
42,chest_artifact_x4,I+V2+V5,160.821,10,2
42,chest_artifact_x4,I+V2+V6,158.396,11,2
42,chest_artifact_x4,I+V2+V3,158.075,12,2
42,chest_artifact_x4,I+V1+V2,157.837,13,2
42,chest_artifact_x4,I+V3+V5,156.468,14,2
42,chest_artifact_x4,I+V3+V6,156.404,15,2
42,chest_artifact_x4,I+V3+V4,154.512,16,2
42,chest_artifact_x4,II+V1+V2,152.442,17,2
42,chest_artifact_x4,II+V1+V3,152.343,18,2
42,chest_artifact_x4,II+V1+V4,151.881,19,2
42,chest_artifact_x4,I+V4+V6,151.363,20,2
42,chest_artifact_x4,I+II+V5,150.296,21,1
42,chest_artifact_x4,II+V1+V5,149.403,22,2
42,chest_artifact_x4,I+V4+V5,148.833,23,2
42,chest_artifact_x4,II+V1+V6,144.743,24,2
42,chest_artifact_x4,V1+V2+V5,144.109,25,3
42,chest_artifact_x4,V1+V2+V4,144.084,26,3
42,chest_artifact_x4,II+V2+V5,142.06,27,2
42,chest_artifact_x4,II+V2+V6,141.955,28,2
42,chest_artifact_x4,V1+V2+V6,141.195,29,3
42,chest_artifact_x4,I+II+V6,140.875,30,1
42,chest_artifact_x4,V1+V3+V5,138.956,31,3
42,chest_artifact_x4,II+V2+V4,138.748,32,2
42,chest_artifact_x4,V1+V2+V3,138.605,33,3
42,chest_artifact_x4,II+V3+V6,138.525,34,2
42,chest_artifact_x4,V1+V3+V4,138.13,35,3
42,chest_artifact_x4,I+V5+V6,137.691,36,2
42,chest_artifact_x4,V1+V3+V6,137.607,37,3
42,chest_artifact_x4,II+V3+V5,137.219,38,2
42,chest_artifact_x4,II+V2+V3,136.549,39,2
42,chest_artifact_x4,V1+V4+V5,135.702,40,3
42,chest_artifact_x4,V1+V4+V6,134.825,41,3
42,chest_artifact_x4,II+V4+V6,131.57,42,2
42,chest_artifact_x4,II+V3+V4,131.568,43,2
42,chest_artifact_x4,V1+V5+V6,131.42,44,3
42,chest_artifact_x4,V2+V4+V6,130.359,45,3
42,chest_artifact_x4,V2+V3+V6,129.688,46,3
42,chest_artifact_x4,V2+V3+V5,128.34,47,3
42,chest_artifact_x4,V2+V4+V5,128.142,48,3
42,chest_artifact_x4,II+V4+V5,127.686,49,2
42,chest_artifact_x4,V2+V5+V6,126.781,50,3
42,chest_artifact_x4,V3+V4+V6,121.496,51,3
42,chest_artifact_x4,V2+V3+V4,120.402,52,3
42,chest_artifact_x4,V3+V5+V6,120.04,53,3
42,chest_artifact_x4,II+V5+V6,117.918,54,2
42,chest_artifact_x4,V3+V4+V5,116.86,55,3
42,chest_artifact_x4,V4+V5+V6,110.792,56,3
42,ar1_rho0.8,V1+V2+V5,63.5734,1,3
42,ar1_rho0.8,V1+V2+V4,63.4991,2,3
42,ar1_rho0.8,I+V1+V4,62.6938,3,2
42,ar1_rho0.8,V1+V2+V6,60.9217,4,3
42,ar1_rho0.8,I+V1+V5,60.723,5,2
42,ar1_rho0.8,I+V1+V3,59.621,6,2
42,ar1_rho0.8,V1+V3+V5,59.5394,7,3
42,ar1_rho0.8,V1+V2+V3,58.8441,8,3
42,ar1_rho0.8,V1+V3+V4,58.6657,9,3
42,ar1_rho0.8,V1+V3+V6,58.2716,10,3
42,ar1_rho0.8,V1+V4+V5,57.5941,11,3
42,ar1_rho0.8,I+V1+V6,56.9625,12,2
42,ar1_rho0.8,V1+V4+V6,56.6416,13,3
42,ar1_rho0.8,I+V1+V2,56.3873,14,2
42,ar1_rho0.8,II+V1+V4,56.3122,15,2
42,ar1_rho0.8,II+V1+V3,55.8351,16,2
42,ar1_rho0.8,I+V2+V5,55.686,17,2
42,ar1_rho0.8,II+V1+V2,55.5677,18,2
42,ar1_rho0.8,I+V2+V4,55.5231,19,2
42,ar1_rho0.8,II+V1+V5,54.0223,20,2
42,ar1_rho0.8,I+II+V1,53.547,21,1
42,ar1_rho0.8,I+V2+V6,53.46,22,2
42,ar1_rho0.8,V1+V5+V6,53.4284,23,3
42,ar1_rho0.8,V2+V4+V6,50.9306,24,3
42,ar1_rho0.8,V2+V3+V6,50.8107,25,3
42,ar1_rho0.8,I+V2+V3,50.7636,26,2
42,ar1_rho0.8,I+V3+V6,50.4071,27,2
42,ar1_rho0.8,I+V3+V5,49.9229,28,2
42,ar1_rho0.8,V2+V3+V5,49.6599,29,3
42,ar1_rho0.8,V2+V4+V5,49.1176,30,3
42,ar1_rho0.8,II+V1+V6,49.0315,31,2
42,ar1_rho0.8,V2+V5+V6,48.5811,32,3
42,ar1_rho0.8,I+II+V2,48.3894,33,1
42,ar1_rho0.8,II+V2+V5,45.9548,34,2
42,ar1_rho0.8,I+V3+V4,45.8033,35,2
42,ar1_rho0.8,II+V2+V6,45.5758,36,2
42,ar1_rho0.8,I+V4+V6,44.6725,37,2
42,ar1_rho0.8,I+II+V3,44.6115,38,1
42,ar1_rho0.8,V3+V4+V6,43.1663,39,3
42,ar1_rho0.8,V2+V3+V4,42.7429,40,3
42,ar1_rho0.8,V3+V5+V6,42.5596,41,3
42,ar1_rho0.8,II+V2+V4,41.9815,42,2
42,ar1_rho0.8,II+V3+V6,41.6078,43,2
42,ar1_rho0.8,I+V4+V5,41.4053,44,2
42,ar1_rho0.8,II+V3+V5,39.9752,45,2
42,ar1_rho0.8,I+II+V4,39.3579,46,1
42,ar1_rho0.8,V3+V4+V5,38.7964,47,3
42,ar1_rho0.8,II+V2+V3,37.8814,48,2
42,ar1_rho0.8,II+V4+V6,34.6373,49,2
42,ar1_rho0.8,V4+V5+V6,34.1148,50,3
42,ar1_rho0.8,II+V3+V4,32.466,51,2
42,ar1_rho0.8,I+V5+V6,30.6879,52,2
42,ar1_rho0.8,II+V4+V5,30.5023,53,2
42,ar1_rho0.8,I+II+V5,27.1675,54,1
42,ar1_rho0.8,II+V5+V6,19.7471,55,2
42,ar1_rho0.8,I+II+V6,13.2753,56,1
42,empirical_full_ar1,I+V2+V4,-20.6118,1,2
42,empirical_full_ar1,II+V2+V4,-22.8034,2,2
42,empirical_full_ar1,I+V2+V5,-23.5263,3,2
42,empirical_full_ar1,II+V2+V5,-24.2944,4,2
42,empirical_full_ar1,V1+V2+V4,-25.5034,5,3
42,empirical_full_ar1,I+V3+V4,-27.0358,6,2
42,empirical_full_ar1,II+V3+V5,-27.3154,7,2
42,empirical_full_ar1,V2+V4+V5,-27.9749,8,3
42,empirical_full_ar1,I+V3+V5,-28.0728,9,2
42,empirical_full_ar1,V2+V4+V6,-28.4495,10,3
42,empirical_full_ar1,II+V3+V4,-28.9626,11,2
42,empirical_full_ar1,I+V2+V3,-30.6826,12,2
42,empirical_full_ar1,V2+V3+V5,-30.9757,13,3
42,empirical_full_ar1,V2+V3+V4,-31.0848,14,3
42,empirical_full_ar1,V1+V2+V5,-31.0926,15,3
42,empirical_full_ar1,I+V2+V6,-31.8616,16,2
42,empirical_full_ar1,II+V3+V6,-32.8712,17,2
42,empirical_full_ar1,II+V2+V6,-32.8847,18,2
42,empirical_full_ar1,I+V3+V6,-33.6524,19,2
42,empirical_full_ar1,V1+V2+V3,-33.7053,20,3
42,empirical_full_ar1,V2+V3+V6,-34.0839,21,3
42,empirical_full_ar1,V3+V4+V5,-34.0887,22,3
42,empirical_full_ar1,V1+V3+V4,-34.1941,23,3
42,empirical_full_ar1,V3+V4+V6,-34.9262,24,3
42,empirical_full_ar1,V2+V5+V6,-35.109,25,3
42,empirical_full_ar1,II+V4+V6,-36.5184,26,2
42,empirical_full_ar1,II+V4+V5,-36.6624,27,2
42,empirical_full_ar1,II+V2+V3,-37.2422,28,2
42,empirical_full_ar1,I+V4+V6,-38.3695,29,2
42,empirical_full_ar1,V1+V2+V6,-39.2171,30,3
42,empirical_full_ar1,I+V4+V5,-39.5601,31,2
42,empirical_full_ar1,I+II+V2,-39.571,32,1
42,empirical_full_ar1,I+V1+V4,-39.6746,33,2
42,empirical_full_ar1,II+V1+V4,-39.7029,34,2
42,empirical_full_ar1,V1+V3+V5,-39.8375,35,3
42,empirical_full_ar1,I+V1+V5,-40.7236,36,2
42,empirical_full_ar1,I+II+V4,-40.9554,37,1
42,empirical_full_ar1,V3+V5+V6,-41.2073,38,3
42,empirical_full_ar1,II+V1+V5,-41.7226,39,2
42,empirical_full_ar1,I+II+V3,-41.9068,40,1
42,empirical_full_ar1,II+V1+V3,-45.1728,41,2
42,empirical_full_ar1,V1+V3+V6,-45.7691,42,3
42,empirical_full_ar1,I+II+V5,-45.7984,43,1
42,empirical_full_ar1,II+V1+V2,-47.4713,44,2
42,empirical_full_ar1,I+V1+V3,-48.1565,45,2
42,empirical_full_ar1,I+V5+V6,-49.4084,46,2
42,empirical_full_ar1,II+V5+V6,-49.7533,47,2
42,empirical_full_ar1,I+V1+V6,-50.2736,48,2
42,empirical_full_ar1,V1+V4+V5,-51.4662,49,3
42,empirical_full_ar1,V1+V4+V6,-51.6192,50,3
42,empirical_full_ar1,V4+V5+V6,-53.6886,51,3
42,empirical_full_ar1,I+V1+V2,-54.231,52,2
42,empirical_full_ar1,II+V1+V6,-57.1453,53,2
42,empirical_full_ar1,V1+V5+V6,-57.2069,54,3
42,empirical_full_ar1,I+II+V1,-58.4037,55,1
42,empirical_full_ar1,I+II+V6,-69.6848,56,1
1,identity,I+V1+V5,191.932,1,2
1,identity,I+V1+V4,190.457,2,2
1,identity,I+V1+V6,188.514,3,2
1,identity,V1+V2+V5,184.764,4,3
1,identity,II+V1+V5,183.893,5,2
1,identity,I+V2+V5,183.283,6,2
1,identity,I+II+V1,182.278,7,1
1,identity,V1+V2+V6,182.095,8,3
1,identity,V1+V4+V5,181.699,9,3
1,identity,I+V2+V6,181.663,10,2
1,identity,II+V1+V4,181.556,11,2
1,identity,V1+V5+V6,181.449,12,3
1,identity,I+V1+V3,181.413,13,2
1,identity,V1+V2+V4,181.017,14,3
1,identity,V1+V4+V6,180.971,15,3
1,identity,I+V3+V6,180.421,16,2
1,identity,V1+V3+V5,180.379,17,3
1,identity,II+V1+V6,179.891,18,2
1,identity,I+V4+V6,179.554,19,2
1,identity,I+V3+V5,179.402,20,2
1,identity,V1+V3+V6,179.13,21,3
1,identity,I+V2+V4,179.014,22,2
1,identity,II+V1+V3,176.138,23,2
1,identity,V1+V3+V4,176.015,24,3
1,identity,I+V4+V5,175.144,25,2
1,identity,II+V1+V2,173.891,26,2
1,identity,V2+V5+V6,173.593,27,3
1,identity,V2+V4+V6,173.179,28,3
1,identity,I+V5+V6,173.031,29,2
1,identity,I+II+V2,172.127,30,1
1,identity,I+V3+V4,171.807,31,2
1,identity,V2+V4+V5,170.732,32,3
1,identity,II+V2+V6,170.462,33,2
1,identity,I+II+V3,170.055,34,1
1,identity,I+V1+V2,169.729,35,2
1,identity,II+V2+V5,169.572,36,2
1,identity,V3+V5+V6,169.553,37,3
1,identity,I+II+V4,169.296,38,1
1,identity,II+V3+V6,168.117,39,2
1,identity,V1+V2+V3,167.681,40,3
1,identity,I+V2+V3,167.557,41,2
1,identity,V4+V5+V6,167.114,42,3
1,identity,V3+V4+V6,167.057,43,3
1,identity,V2+V3+V6,166.579,44,3
1,identity,II+V4+V6,166.483,45,2
1,identity,V2+V3+V5,165.212,46,3
1,identity,II+V3+V5,165.049,47,2
1,identity,I+II+V5,163.084,48,1
1,identity,V3+V4+V5,163.058,49,3
1,identity,II+V5+V6,160.347,50,2
1,identity,II+V4+V5,160.057,51,2
1,identity,II+V2+V4,157.543,52,2
1,identity,I+II+V6,156.695,53,1
1,identity,V2+V3+V4,150.743,54,3
1,identity,II+V3+V4,148.769,55,2
1,identity,II+V2+V3,140.34,56,2
1,empirical_diag,V2+V4+V5,186.601,1,3
1,empirical_diag,I+V2+V5,183.83,2,2
1,empirical_diag,V2+V4+V6,182.985,3,3
1,empirical_diag,V1+V2+V5,182.431,4,3
1,empirical_diag,V2+V5+V6,181.673,5,3
1,empirical_diag,I+V2+V4,180.98,6,2
1,empirical_diag,V2+V3+V5,180.464,7,3
1,empirical_diag,V1+V2+V4,180.044,8,3
1,empirical_diag,I+V3+V5,178.858,9,2
1,empirical_diag,V3+V4+V5,178.234,10,3
1,empirical_diag,V1+V4+V5,177.113,11,3
1,empirical_diag,V3+V5+V6,176.925,12,3
1,empirical_diag,V1+V3+V5,176.774,13,3
1,empirical_diag,V3+V4+V6,175.424,14,3
1,empirical_diag,I+V2+V6,175.416,15,2
1,empirical_diag,II+V2+V5,174.875,16,2
1,empirical_diag,I+V4+V5,174.142,17,2
1,empirical_diag,V4+V5+V6,174.085,18,3
1,empirical_diag,V2+V3+V6,174.046,19,3
1,empirical_diag,I+V1+V4,173.727,20,2
1,empirical_diag,I+V3+V6,173.46,21,2
1,empirical_diag,I+V4+V6,173.408,22,2
1,empirical_diag,V1+V2+V6,173.078,23,3
1,empirical_diag,I+V1+V5,173.053,24,2
1,empirical_diag,V1+V3+V4,172.821,25,3
1,empirical_diag,V1+V4+V6,172.624,26,3
1,empirical_diag,I+V3+V4,171.545,27,2
1,empirical_diag,V2+V3+V4,170.902,28,3
1,empirical_diag,II+V3+V5,169.724,29,2
1,empirical_diag,V1+V3+V6,169.564,30,3
1,empirical_diag,V1+V5+V6,169.375,31,3
1,empirical_diag,II+V2+V6,167.143,32,2
1,empirical_diag,II+V2+V4,166.828,33,2
1,empirical_diag,II+V1+V5,165.621,34,2
1,empirical_diag,II+V1+V4,165.377,35,2
1,empirical_diag,I+V2+V3,165.163,36,2
1,empirical_diag,II+V4+V5,164.917,37,2
1,empirical_diag,II+V3+V6,164.429,38,2
1,empirical_diag,II+V4+V6,164.117,39,2
1,empirical_diag,I+V5+V6,163.864,40,2
1,empirical_diag,V1+V2+V3,162.629,41,3
1,empirical_diag,I+V1+V6,161.853,42,2
1,empirical_diag,I+V1+V3,161.577,43,2
1,empirical_diag,II+V3+V4,156.186,44,2
1,empirical_diag,II+V1+V3,155.664,45,2
1,empirical_diag,I+II+V2,155.472,46,1
1,empirical_diag,I+II+V4,155.244,47,1
1,empirical_diag,II+V5+V6,154.596,48,2
1,empirical_diag,II+V1+V2,153.041,49,2
1,empirical_diag,II+V1+V6,153.001,50,2
1,empirical_diag,I+II+V3,152.726,51,1
1,empirical_diag,I+V1+V2,150.775,52,2
1,empirical_diag,I+II+V5,147.297,53,1
1,empirical_diag,II+V2+V3,143.282,54,2
1,empirical_diag,I+II+V1,142.526,55,1
1,empirical_diag,I+II+V6,132.241,56,1
1,empirical_full,I+V2+V4,98.2265,1,2
1,empirical_full,II+V2+V4,97.1043,2,2
1,empirical_full,II+V2+V5,95.9328,3,2
1,empirical_full,I+V2+V5,95.3662,4,2
1,empirical_full,V1+V2+V4,92.9378,5,3
1,empirical_full,II+V3+V5,91.9708,6,2
1,empirical_full,I+V3+V4,91.5946,7,2
1,empirical_full,V2+V4+V5,90.6574,8,3
1,empirical_full,I+V3+V5,90.5435,9,2
1,empirical_full,V2+V4+V6,89.2596,10,3
1,empirical_full,II+V3+V4,89.0766,11,2
1,empirical_full,V2+V3+V5,86.1357,12,3
1,empirical_full,V1+V2+V5,85.9921,13,3
1,empirical_full,II+V4+V5,85.2082,14,2
1,empirical_full,V2+V3+V4,85.1593,15,3
1,empirical_full,II+V4+V6,84.9575,16,2
1,empirical_full,V3+V4+V5,83.9124,17,3
1,empirical_full,V1+V3+V4,83.7017,18,3
1,empirical_full,I+V2+V3,83.5297,19,2
1,empirical_full,II+V3+V6,83.2823,20,2
1,empirical_full,II+V1+V5,83.1136,21,2
1,empirical_full,II+V2+V6,82.8403,22,2
1,empirical_full,I+V2+V6,82.4041,23,2
1,empirical_full,I+V1+V5,81.9319,24,2
1,empirical_full,V3+V4+V6,81.7659,25,3
1,empirical_full,I+V3+V6,80.7542,26,2
1,empirical_full,V2+V3+V6,80.3785,27,3
1,empirical_full,V1+V2+V3,79.9765,28,3
1,empirical_full,I+V4+V5,79.7666,29,2
1,empirical_full,II+V1+V4,79.5657,30,2
1,empirical_full,V2+V5+V6,79.5645,31,3
1,empirical_full,I+V1+V4,79.4054,32,2
1,empirical_full,I+V4+V6,78.1487,33,2
1,empirical_full,II+V5+V6,76.8274,34,2
